#{"t_start": 1746153973.3903182, "env_id": "None"}
r,l,t
68.480374,120,58.050317
67.755183,120,58.078503
70.973928,120,58.107495
83.832055,120,58.136822
68.91777,120,58.166923
86.836987,120,58.194881
82.388066,120,58.224869
152.483952,120,58.253339
122.939434,120,58.282507
80.84963,120,58.310991
76.625473,120,58.339865
145.234372,120,58.368164
79.809832,120,58.396964
107.482047,120,58.425435
91.167892,120,58.462997
90.54765,120,58.490235
128.045712,120,58.519333
58.353392,120,58.547894
145.023412,120,58.607989
83.976015,120,58.643049
68.164798,120,58.671387
56.116851,120,58.69967
85.972319,120,58.728658
65.746847,120,58.757464
151.986304,120,58.785806
58.731511,120,58.81311
137.690551,120,58.848493
77.263314,120,58.876388
100.347401,120,58.905595
101.86457,120,58.934348
72.055548,120,58.964131
102.331515,120,58.992756
84.377107,120,59.021556
62.102374,120,59.050302
92.479892,120,59.079439
115.345363,120,59.107527
102.78,120,59.135443
68.668374,120,59.164247
100.068406,120,59.193481
121.111456,120,59.221862
90.090244,120,59.250269
142.205163,120,59.278996
117.099648,120,59.308088
59.606621,120,59.336234
138.773546,120,59.36399
161.695547,120,59.393044
135.653109,120,59.443464
151.215772,120,59.481683
139.965453,120,59.510086
147.023281,120,59.537922
123.483299,120,59.56631
86.692654,120,59.594965
102.800817,120,59.623231
143.482082,120,59.652023
82.782469,120,59.681084
109.72848,120,59.71657
130.298427,120,59.744991
123.595968,120,59.772763
123.18703,120,59.809031
150.453797,120,59.839411
102.996022,120,59.867001
81.167706,120,59.896168
81.838788,120,59.927715
110.355049,120,59.955119
113.301905,120,59.98305
155.648993,120,60.011849
130.414672,120,60.041651
72.06804,120,60.069711
126.477859,120,60.098634
89.013499,120,60.127706
128.623073,120,60.156567
104.550381,120,60.184983
121.578551,120,60.213042
89.042635,120,60.241501
71.898937,120,60.311714
84.437137,120,60.344029
134.453273,120,60.372561
85.854349,120,60.401523
62.072249,120,60.431048
90.214071,120,60.459577
161.968233,120,60.488237
86.954982,120,60.517007
96.092269,120,60.545657
61.230127,120,60.574325
104.356092,120,60.603771
162.591954,120,60.631547
111.352183,120,60.661176
96.449909,120,60.691079
85.022834,120,60.721751
120.984525,120,60.749611
76.900622,120,60.778681
91.578587,120,60.807957
149.388776,120,60.836101
83.315353,120,60.872494
84.469823,120,60.902286
74.116723,120,60.930344
120.216931,120,60.959769
75.499152,120,60.989326
89.010396,120,61.0198
82.97199,120,61.048272
74.953672,120,61.076631
83.902116,120,61.107098
76.589797,120,61.176219
67.254322,120,61.20502
111.035458,120,61.233281
82.431995,120,61.261816
150.043393,120,61.29089
151.810885,120,61.319182
74.104923,120,61.347218
79.298428,120,61.377919
136.991832,120,61.408045
60.944864,120,61.437243
98.888337,120,61.466092
129.457045,120,61.494845
70.750224,120,61.524874
60.241635,120,61.554347
128.304697,120,61.584839
113.656165,120,61.612001
115.106164,120,61.6416
102.492708,120,61.670738
162.283226,120,61.700477
63.045413,120,61.729374
87.587271,120,61.775482
113.451697,120,61.802543
152.319584,120,61.83213
91.624321,120,61.861792
148.70383,120,61.900663
81.316174,120,61.947229
138.200697,120,61.97602
136.629599,120,62.004454
115.849417,120,62.040737
141.604382,120,62.111085
153.475955,120,62.138713
91.391936,120,62.168064
157.42004,120,62.197921
119.391781,120,62.226754
110.43761,120,62.255586
75.205913,120,62.284508
162.078498,120,62.313706
125.201225,120,62.341668
155.348408,120,62.370581
75.284642,120,62.398873
119.192751,120,62.429394
86.9131,120,62.45785
64.12069,120,62.486277
63.727651,120,62.515176
64.355473,120,62.544249
143.14865,120,62.573073
107.286779,120,62.600911
143.80543,120,62.629606
67.96554,120,62.65924
73.555896,120,62.687833
97.253031,120,62.720859
144.141789,120,62.750497
63.003142,120,62.782497
109.084594,120,62.814068
152.346983,120,62.861717
134.067623,120,62.889002
81.351673,120,63.001562
75.45052,120,63.031169
125.058584,120,63.084089
73.645295,120,63.112239
69.880974,120,63.143106
144.226045,120,63.172677
155.038518,120,63.201778
147.915959,120,63.230363
88.691144,120,63.261163
121.639261,120,63.289674
76.412086,120,63.319437
104.254729,120,63.348054
96.12252,120,63.378484
150.654886,120,63.408356
83.533728,120,63.439698
102.959397,120,63.469802
108.817196,120,63.503075
117.344252,120,63.534307
107.883353,120,63.565593
95.856474,120,63.593626
120.565792,120,63.629576
115.674468,120,63.659441
148.713862,120,63.689831
94.594956,120,63.734077
130.202016,120,63.769781
139.018797,120,63.803854
122.56909,120,63.832602
99.393089,120,63.873114
127.778548,120,63.963201
131.511251,120,63.99409
151.575517,120,64.023616
94.996421,120,64.054447
142.029714,120,64.085471
86.696739,120,64.114602
147.995128,120,64.144746
64.9203,120,64.173269
122.919214,120,64.204357
83.565791,120,64.234253
112.15721,120,64.262935
102.597166,120,64.291348
129.503941,120,64.321967
77.806488,120,64.350718
160.381243,120,64.379627
76.803919,120,64.408416
120.966307,120,64.437912
117.549761,120,64.466776
68.63782,120,64.496417
81.049934,120,64.525359
105.409124,120,64.558945
89.627146,120,64.587095
81.294093,120,64.615947
129.085492,120,64.644816
104.609739,120,64.675006
109.847624,120,64.710772
102.944227,120,64.737851
98.430535,120,64.766601
120.095485,120,64.818816
96.427716,120,64.857813
97.684237,120,64.885907
98.744382,120,64.915633
121.850266,120,64.948604
112.559174,120,64.977293
106.009836,120,65.008018
154.886625,120,65.040679
83.324878,120,65.076893
71.735201,120,65.105531
75.735388,120,65.135086
152.795148,120,65.165842
86.200621,120,65.201431
95.809746,120,65.236856
84.168793,120,65.267006
155.645856,120,65.297158
146.608421,120,65.334106
121.209272,120,65.36614
140.827918,120,65.398736
81.616043,120,65.430293
155.866096,120,65.464426
159.932422,120,65.494656
90.928611,120,65.524927
83.806799,120,65.553789
75.400385,120,65.58409
131.846881,120,65.6161
138.183948,120,65.649363
112.922503,120,65.679938
76.649322,120,65.763856
97.538154,120,65.83028
154.690664,120,65.912216
150.16907,120,65.946508
148.437862,120,65.989925
83.712745,120,66.022055
134.321876,120,66.057135
81.696905,120,66.088024
111.569349,120,66.122369
144.744523,120,66.152514
77.424024,120,66.186596
72.812052,120,66.216316
73.855148,120,66.24851
122.231202,120,66.277895
60.787088,120,66.3103
71.309151,120,66.340988
108.549078,120,66.370808
77.593783,120,66.401919
102.463138,120,66.430849
86.219515,120,66.460967
78.46945,120,66.491382
116.339452,120,66.520788
71.465634,120,66.549381
82.50195,120,66.578677
142.358013,120,66.608073
151.194476,120,66.639061
94.477735,120,66.668483
85.763913,120,66.700894
77.888392,120,66.761901
113.323405,120,66.826046
83.047729,120,66.888937
74.210473,120,66.915373
80.890155,120,66.973854
76.50356,120,67.038785
98.142303,120,67.066995
63.475718,120,67.096749
86.120275,120,67.128663
119.817244,120,67.157522
116.77966,120,67.187675
66.636485,120,67.217859
127.092757,120,67.249486
100.153508,120,67.279594
85.405102,120,67.309657
124.192291,120,67.339559
77.502454,120,67.370307
139.597888,120,67.401115
67.146991,120,67.431364
86.068052,120,67.461576
60.985691,120,67.493896
128.416975,120,67.525322
83.005518,120,67.556043
93.639926,120,67.586442
78.01969,120,67.619885
137.207926,120,67.651576
72.70943,120,67.68235
108.445198,120,67.716556
75.488413,120,67.77661
128.775466,120,67.813305
107.877961,120,67.847663
73.147372,120,67.878821
87.352114,120,67.911865
75.633401,120,67.944822
132.345851,120,67.976984
95.596062,120,68.009831
86.08578,120,68.042612
84.02957,120,68.083807
100.508796,120,68.122824
64.638711,120,68.155486
85.587498,120,68.189837
64.642555,120,68.222351
68.905483,120,68.255655
70.173078,120,68.289012
91.209482,120,68.322749
116.407412,120,68.355801
116.156955,120,68.388723
118.98618,120,68.424244
135.111967,120,68.460207
67.158509,120,68.495853
63.303999,120,68.530754
111.446188,120,68.574925
93.75888,120,68.609189
123.737669,120,68.642493
135.979565,120,68.674601
122.57432,120,68.716676
88.646637,120,68.811011
139.188816,120,68.893883
101.827435,120,68.925148
72.575456,120,68.956321
140.392585,120,68.990641
137.603914,120,69.022943
75.78424,120,69.054117
128.036502,120,69.085898
123.239013,120,69.119732
84.2418,120,69.151332
147.212552,120,69.183184
97.165787,120,69.215408
138.649598,120,69.248586
105.021062,120,69.28054
98.788955,120,69.313862
73.88634,120,69.345515
85.167283,120,69.378286
93.253452,120,69.410025
79.618319,120,69.441264
74.460501,120,69.473233
61.972839,120,69.505461
106.864135,120,69.539061
112.599831,120,69.57015
94.95115,120,69.601212
159.187532,120,69.633802
136.258448,120,69.664584
141.371542,120,69.696492
67.828513,120,69.727992
75.11177,120,69.785848
101.873144,120,69.82349
152.884357,120,69.859125
103.487616,120,69.890911
71.251988,120,69.925328
152.08068,120,69.956611
109.10859,120,69.987408
150.560214,120,70.017947
91.521552,120,70.050788
158.896287,120,70.086025
119.151975,120,70.117778
161.113045,120,70.148895
76.869708,120,70.181027
93.367266,120,70.211535
103.711575,120,70.244071
80.531952,120,70.274204
152.399516,120,70.305605
86.409463,120,70.336669
111.800558,120,70.366748
119.647541,120,70.397422
131.561405,120,70.4296
109.230807,120,70.459712
55.756561,120,70.489937
122.600638,120,70.521278
130.735691,120,70.576379
75.766883,120,70.612862
83.274267,120,70.643802
87.107639,120,70.673717
88.877326,120,70.708949
117.330136,120,70.739709
118.526387,120,70.769472
91.473426,120,70.799211
154.329943,120,70.830953
127.427044,120,70.864415
94.093295,120,70.894561
67.851225,120,70.924716
110.157079,120,70.956068
117.049972,120,70.986306
162.584386,120,71.016486
97.409551,120,71.046271
144.643723,120,71.078102
101.056717,120,71.10872
97.678907,120,71.138805
93.098462,120,71.168818
79.112287,120,71.199658
127.005976,120,71.229155
85.635235,120,71.258773
166.535633,120,71.289307
61.448839,120,71.342296
135.838203,120,71.378821
143.735972,120,71.408844
115.377813,120,71.438268
90.793791,120,71.469172
100.538255,120,71.498449
82.486419,120,71.528694
141.251539,120,71.557991
153.43992,120,71.588419
165.381037,120,71.617774
124.504749,120,71.648007
143.767026,120,71.677501
60.594029,120,71.70853
126.156844,120,71.738532
142.832719,120,71.768137
92.359063,120,71.797328
143.52062,120,71.827882
121.792095,120,71.859388
127.054484,120,71.888825
111.965755,120,71.917703
146.726117,120,71.949736
109.389557,120,72.010799
79.382954,120,72.040159
65.573927,120,72.069062
123.087743,120,72.12095
130.740913,120,72.156346
128.536913,120,72.188622
132.131374,120,72.218064
109.117243,120,72.248405
55.304405,120,72.27831
140.558777,120,72.307183
70.708307,120,72.336269
88.1674,120,72.366677
72.163787,120,72.395496
68.431366,120,72.424333
92.471758,120,72.45381
102.553277,120,72.483945
81.764923,120,72.513206
87.082671,120,72.541924
88.353615,120,72.570705
76.215715,120,72.601023
182.410192,120,72.630372
105.285675,120,72.659593
87.737776,120,72.691907
129.153493,120,72.72219
143.040613,120,72.75098
66.494126,120,72.780373
55.072598,120,72.809198
73.443615,120,72.862396
61.698279,120,72.897631
86.582334,120,72.926781
125.50845,120,72.955743
111.143777,120,72.985922
124.022069,120,73.014551
68.782622,120,73.042583
146.383845,120,73.072038
90.279691,120,73.102791
162.101688,120,73.132214
122.015547,120,73.160252
58.485545,120,73.189296
99.458633,120,73.220096
152.454058,120,73.249441
154.67587,120,73.278463
131.657152,120,73.307167
81.523616,120,73.336714
126.323428,120,73.365472
186.207698,120,73.393842
85.053179,120,73.423133
91.260213,120,73.454151
62.119122,120,73.482938
153.878726,120,73.511707
97.252262,120,73.540809
155.892223,120,73.570872
161.602942,120,73.599122
141.857744,120,73.628145
137.533349,120,73.65707
157.032146,120,73.714824
152.692925,120,73.749777
68.751412,120,73.778545
69.404386,120,73.806786
102.590257,120,73.836969
85.790517,120,73.869823
97.838545,120,73.899864
111.775393,120,73.928636
64.348725,120,73.959273
100.532226,120,73.988091
112.358419,120,74.016875
142.569861,120,74.045617
97.851305,120,74.075289
130.653359,120,74.104738
125.568919,120,74.135449
161.01422,120,74.163575
99.742264,120,74.193045
126.505827,120,74.221712
56.526542,120,74.250665
93.98115,120,74.280181
90.589303,120,74.3107
124.321404,120,74.340678
155.631384,120,74.370227
152.530296,120,74.399435
147.459826,120,74.452719
130.052247,120,74.489032
80.824181,120,74.517438
80.322838,120,74.545648
158.642546,120,74.57651
148.356533,120,74.605189
110.310572,120,74.634479
106.28144,120,74.663238
81.439827,120,74.693114
60.173266,120,74.721671
162.827905,120,74.75139
106.504409,120,74.779524
114.07543,120,74.809615
75.264184,120,74.838188
77.62553,120,74.870706
66.624383,120,74.899872
102.18136,120,74.9295
66.508269,120,74.957853
66.29147,120,74.987886
101.907463,120,75.016863
65.307632,120,75.047097
154.259322,120,75.075724
77.630267,120,75.104419
144.191236,120,75.133663
160.824386,120,75.162924
75.718607,120,75.191441
159.537869,120,75.220447
149.494667,120,75.249256
130.800731,120,75.301394
114.681388,120,75.33796
156.686103,120,75.367232
157.01649,120,75.395992
78.13838,120,75.42687
143.167031,120,75.455914
87.831023,120,75.484948
138.067938,120,75.514435
115.698231,120,75.543837
99.637321,120,75.573155
67.518297,120,75.601563
104.365831,120,75.630681
99.88996,120,75.660683
107.713896,120,75.689948
92.285355,120,75.719473
155.995469,120,75.748582
80.014005,120,75.779466
117.675014,120,75.808746
123.698518,120,75.837354
89.838124,120,75.869174
117.562254,120,75.899407
69.905909,120,75.928412
135.857942,120,75.957107
115.653133,120,75.986336
87.175732,120,76.039729
114.558384,120,76.075073
80.851937,120,76.104401
142.530762,120,76.132863
140.761812,120,76.163292
108.732075,120,76.19226
68.487454,120,76.220394
145.028278,120,76.248727
93.806774,120,76.278697
157.348009,120,76.307007
79.523868,120,76.335689
69.581203,120,76.364542
159.402108,120,76.396386
131.583982,120,76.425305
68.207887,120,76.454393
130.255317,120,76.483085
79.960021,120,76.513166
62.107654,120,76.542324
162.391175,120,76.571448
81.423352,120,76.601993
101.286433,120,76.633105
189.1384,120,76.661934
140.743963,120,76.71007
130.813853,120,76.746964
64.41851,120,76.777698
148.099941,120,76.807118
127.650966,120,76.836285
101.980723,120,76.864933
125.446523,120,76.918165
145.623751,120,76.953174
164.610221,120,76.981985
140.603756,120,77.010675
154.187699,120,77.042184
106.432467,120,77.071975
142.996449,120,77.100551
159.268689,120,77.129069
92.437403,120,77.158808
90.31711,120,77.187595
83.61762,120,77.21724
158.817677,120,77.246784
115.630809,120,77.277423
123.216406,120,77.306779
141.800705,120,77.335586
80.014169,120,77.364435
152.84786,120,77.394731
123.133291,120,77.423818
136.879072,120,77.452733
71.442391,120,77.481892
126.426805,120,77.512348
106.430089,120,77.542505
89.200505,120,77.571612
153.94047,120,77.606385
141.296269,120,77.715165
127.032899,120,77.758659
127.11396,120,77.794486
100.252526,120,77.834408
72.435295,120,77.91474
143.030938,120,77.948996
75.678619,120,77.979732
135.313171,120,78.011313
124.267964,120,78.042908
143.242958,120,78.072256
111.440785,120,78.101519
102.854332,120,78.130846
124.026293,120,78.161805
128.090661,120,78.190863
156.518083,120,78.220327
116.111798,120,78.249527
77.842554,120,78.284576
92.286178,120,78.315111
145.3358,120,78.346606
89.448912,120,78.376751
44.705589,120,78.412437
103.548124,120,78.443621
145.346889,120,78.475833
137.958876,120,78.508168
158.843752,120,78.569969
86.098364,120,78.61064
133.203338,120,78.639818
186.875187,120,78.669076
98.039691,120,78.700524
68.183274,120,78.731986
67.300317,120,78.761923
160.922691,120,78.791944
61.663229,120,78.822637
159.32886,120,78.856522
117.953868,120,78.886349
74.392486,120,78.916741
105.641705,120,78.947231
71.329124,120,78.976614
112.229566,120,79.007284
62.048359,120,79.036905
71.574262,120,79.090413
91.553677,120,79.128724
136.017467,120,79.15901
149.315798,120,79.189524
135.791414,120,79.222173
124.753343,120,79.252723
129.763229,120,79.283299
93.908378,120,79.314818
138.36442,120,79.345976
99.703498,120,79.376666
147.276008,120,79.406589
133.873639,120,79.436729
134.530343,120,79.471366
147.825857,120,79.501448
150.050785,120,79.531779
102.10401,120,79.562626
72.794738,120,79.595305
112.97511,120,79.625075
107.276374,120,79.654968
144.060125,120,79.685477
115.354954,120,79.723957
123.838016,120,79.754432
148.086314,120,79.784685
130.816359,120,79.815001
81.206521,120,79.876275
106.157878,120,79.915665
65.655899,120,79.945942
87.339115,120,79.97615
86.461864,120,80.008567
90.122531,120,80.039212
109.38107,120,80.069029
88.358838,120,80.098859
144.88504,120,80.130777
94.171711,120,80.160812
86.849585,120,80.190886
148.583034,120,80.221554
81.964176,120,80.252987
127.719944,120,80.283888
67.657204,120,80.313938
85.451536,120,80.343718
143.393452,120,80.375883
133.547183,120,80.407025
96.469423,120,80.439097
79.786744,120,80.468985
146.055784,120,80.499702
84.196001,120,80.530635
192.427525,120,80.560856
90.86855,120,80.591081
84.111569,120,80.64591
155.687334,120,80.683298
97.894211,120,80.71803
149.984824,120,80.796099
106.844171,120,80.828936
143.790962,120,80.879472
163.800367,120,80.916382
109.743568,120,80.945434
113.994346,120,80.978683
123.572076,120,81.009686
145.33412,120,81.039593
107.430332,120,81.069346
98.081904,120,81.100159
124.445383,120,81.132016
153.534479,120,81.162765
120.822001,120,81.192862
153.051956,120,81.223342
87.284417,120,81.254175
94.115172,120,81.284567
106.167107,120,81.319102
93.619194,120,81.357894
98.551319,120,81.388734
76.940169,120,81.425114
151.354265,120,81.456288
143.971183,120,81.537523
76.741942,120,81.576442
113.179891,120,81.62129
74.151234,120,81.651897
86.160772,120,81.69358
85.497157,120,81.726695
127.276265,120,81.759543
152.87688,120,81.797661
112.164931,120,81.833048
148.690526,120,81.865321
124.464601,120,81.896036
138.521638,120,81.92832
115.255082,120,81.959963
135.369607,120,81.990968
140.759393,120,82.021531
63.289098,120,82.052195
164.940137,120,82.083036
100.775331,120,82.114124
63.970959,120,82.144428
121.185733,120,82.178417
104.990485,120,82.210115
108.632539,120,82.240439
151.472662,120,82.270777
100.821628,120,82.301412
160.213924,120,82.365222
92.086428,120,82.402114
147.176953,120,82.432308
141.035594,120,82.462887
104.45497,120,82.494423
126.655084,120,82.525836
89.081757,120,82.556737
102.820898,120,82.587271
61.428018,120,82.620442
98.458024,120,82.653317
154.535621,120,82.684715
96.006981,120,82.759833
86.964047,120,82.803413
137.937048,120,82.836722
144.643383,120,82.962624
85.91108,120,82.998731
68.901525,120,83.032211
138.563678,120,83.065836
124.199217,120,83.099203
87.239733,120,83.137873
109.413201,120,83.17909
153.155434,120,83.213119
75.433945,120,83.247064
84.457748,120,83.283977
149.053396,120,83.39876
102.42891,120,83.486486
129.92222,120,83.517464
76.502538,120,83.551039
119.529745,120,83.586161
123.272995,120,83.621525
65.434563,120,83.654332
160.328249,120,83.689213
158.988545,120,83.728393
139.637352,120,83.761583
127.388735,120,83.794724
101.248406,120,83.828595
129.145279,120,83.940116
157.135204,120,83.973426
69.744875,120,84.006583
131.350372,120,84.03787
113.364672,120,84.072196
120.835405,120,84.103523
132.409569,120,84.134569
70.303337,120,84.165782
93.103428,120,84.225028
131.214376,120,84.263416
144.814544,120,84.294576
75.965116,120,84.325067
131.709774,120,84.357873
74.800453,120,84.389203
149.792204,120,84.42018
128.860439,120,84.450826
137.966686,120,84.483601
151.268999,120,84.515564
163.703495,120,84.546478
128.797242,120,84.577834
124.768264,120,84.610801
160.782208,120,84.642047
112.063009,120,84.673193
109.374415,120,84.70639
105.646629,120,84.738987
86.226908,120,84.770918
155.553164,120,84.801628
142.368984,120,84.832155
82.085284,120,84.876299
78.577828,120,84.90666
100.482551,120,84.937984
75.196187,120,84.972312
123.933214,120,85.047607
131.300776,120,85.08022
92.937895,120,85.112014
142.816714,120,85.144641
114.20734,120,85.179235
68.187947,120,85.211147
90.130924,120,85.242236
121.937508,120,85.274182
127.856823,120,85.306434
64.992862,120,85.337719
161.524016,120,85.369562
73.100846,120,85.400632
156.448889,120,85.433443
121.89877,120,85.464878
88.503986,120,85.496689
74.331011,120,85.527775
106.423432,120,85.559821
123.099335,120,85.591372
89.725618,120,85.62316
161.468059,120,85.654094
155.673576,120,85.686492
72.999779,120,85.729654
89.579819,120,85.762689
128.151624,120,85.793582
126.425416,120,85.845954
94.293089,120,85.900122
162.6466,120,85.931767
130.690531,120,85.96299
152.236797,120,86.000738
77.810188,120,86.032635
73.689563,120,86.062956
145.493155,120,86.094694
106.478581,120,86.127396
88.582283,120,86.158906
84.525333,120,86.190409
102.99873,120,86.221708
86.124776,120,86.25468
72.001928,120,86.285614
145.942082,120,86.316659
110.146314,120,86.347494
112.333903,120,86.379527
163.024039,120,86.410551
107.390638,120,86.441621
142.267852,120,86.472557
91.863851,120,86.506334
98.730479,120,86.538191
143.673144,120,86.569839
92.548423,120,86.640153
84.445933,120,87.060136
93.422522,120,87.129649
118.349226,120,87.170208
140.691492,120,87.212117
127.948238,120,87.266835
87.397092,120,87.297024
134.875803,120,87.331508
155.840179,120,87.367118
117.364255,120,87.404472
67.838603,120,87.438214
67.775321,120,87.482847
140.158735,120,87.518136
98.309293,120,87.567963
121.579861,120,87.613708
96.768446,120,87.652177
93.038891,120,87.707113
153.286117,120,87.74843
124.665515,120,87.78107
94.366869,120,87.81175
126.04063,120,87.843124
147.234866,120,87.877097
89.273393,120,87.943923
62.329709,120,87.973955
79.750789,120,88.004466
152.454773,120,88.068707
114.168389,120,88.170712
85.971575,120,88.201766
148.721002,120,88.234309
89.496319,120,88.268843
125.065276,120,88.303891
74.556642,120,88.338702
74.209935,120,88.372783
76.152934,120,88.415478
142.940648,120,88.453346
61.821129,120,88.488746
135.595925,120,88.522604
153.682475,120,88.558119
52.158239,120,88.596143
84.679764,120,88.62938
90.027559,120,88.66816
153.518182,120,88.725175
118.112222,120,88.76388
101.146175,120,88.798374
139.058359,120,88.834474
88.434659,120,88.869809
91.477068,120,88.923684
163.267796,120,88.961952
146.217498,120,88.996695
124.570487,120,89.039145
108.803695,120,89.074878
138.526883,120,89.109213
193.00499,120,89.142946
118.623015,120,89.180028
145.030712,120,89.256154
136.025429,120,89.293619
89.62183,120,89.32638
120.51222,120,89.361441
154.701642,120,89.39362
159.078425,120,89.425606
146.497771,120,89.458391
111.394386,120,89.495571
162.193353,120,89.528064
133.646215,120,89.561261
132.675906,120,89.592681
93.7805,120,89.626463
103.795891,120,89.658659
91.873135,120,89.695484
160.516225,120,89.732077
159.855228,120,89.770888
140.969369,120,89.803684
153.667098,120,89.837218
124.776912,120,89.869707
117.013052,120,89.91991
140.815514,120,89.952061
117.093314,120,89.983663
130.456158,120,90.016348
83.715495,120,90.055174
154.789189,120,90.088837
95.280123,120,90.120308
121.812104,120,90.152558
97.217466,120,90.240222
136.658451,120,90.279863
124.332603,120,90.311953
119.808194,120,90.344909
95.657933,120,90.37918
95.724072,120,90.411687
149.406202,120,90.444331
121.876965,120,90.475885
63.985276,120,90.509836
139.46428,120,90.54169
143.682763,120,90.573352
110.685574,120,90.606285
123.171962,120,90.638945
166.86957,120,90.671755
125.906319,120,90.712167
77.80004,120,90.75513
109.401663,120,90.791353
146.083276,120,90.833797
87.8821,120,90.871432
109.249358,120,90.920365
129.545542,120,90.96556
123.552166,120,91.001951
123.310229,120,91.054636
154.296773,120,91.093814
155.765056,120,91.185133
124.785985,120,91.219557
122.993155,120,91.25506
146.965067,120,91.289114
79.426762,120,91.325918
157.181436,120,91.368685
159.177997,120,91.404311
77.428794,120,91.436811
59.652194,120,91.484779
158.344147,120,91.518857
65.862844,120,91.557743
137.138145,120,91.593727
85.185322,120,91.638681
92.021851,120,91.708555
164.643234,120,91.760799
131.91165,120,91.794976
89.339536,120,91.83352
89.482995,120,91.871089
90.622615,120,91.939613
143.194344,120,91.989747
122.939087,120,92.033058
154.062359,120,92.067305
104.742173,120,92.101577
83.589237,120,92.135052
87.83781,120,92.248592
100.692819,120,92.282574
154.439141,120,92.316072
149.973035,120,92.349441
81.984077,120,92.384853
81.604731,120,92.418969
148.548389,120,92.486556
148.408443,120,92.534039
140.506794,120,92.571372
145.966662,120,92.604248
95.25219,120,92.636452
96.699859,120,92.669327
123.031865,120,92.713485
112.110093,120,92.746922
87.545496,120,92.780055
165.185641,120,92.81293
110.668103,120,92.846805
146.191489,120,92.879906
152.211756,120,92.928562
113.029839,120,92.961827
151.052385,120,92.996068
93.843932,120,93.028522
77.409153,120,93.067492
65.52207,120,93.100564
118.403967,120,93.15065
123.660901,120,93.212547
130.444437,120,93.245316
119.433179,120,93.280037
168.3861,120,93.318896
104.569898,120,93.351051
85.551503,120,93.384151
114.539694,120,93.416554
148.109779,120,93.454054
165.407056,120,93.487199
96.82022,120,93.51966
135.878147,120,93.5517
129.597773,120,93.586224
110.022307,120,93.619249
101.745778,120,93.651874
134.226742,120,93.684236
92.300053,120,93.760062
167.546298,120,93.801223
101.106977,120,93.83574
82.820881,120,93.871096
127.989308,120,93.928976
140.964297,120,93.962008
92.81118,120,93.99542
99.313808,120,94.029295
155.342063,120,94.070606
122.202507,120,94.103493
87.145258,120,94.135658
141.216673,120,94.168972
132.29541,120,94.25473
118.574131,120,94.293439
58.288108,120,94.32529
88.305215,120,94.357364
155.18254,120,94.392541
104.330355,120,94.424329
102.455488,120,94.456237
68.408293,120,94.489279
141.020364,120,94.524264
137.407191,120,94.556231
82.573992,120,94.589497
141.867961,120,94.62324
119.327277,120,94.656742
140.369331,120,94.690828
101.501037,120,94.724263
131.939184,120,94.75681
154.426071,120,94.791484
77.798761,120,94.82447
104.432811,120,94.857222
112.033602,120,94.890246
116.954774,120,94.932307
147.846111,120,94.96513
87.403044,120,94.998837
118.314682,120,95.030657
92.35995,120,95.0943
116.281808,120,95.134744
89.807026,120,95.167333
157.346543,120,95.201129
80.981399,120,95.236942
141.794405,120,95.269651
104.791402,120,95.30243
113.386741,120,95.335509
137.257125,120,95.370733
117.220212,120,95.403512
91.512106,120,95.436517
183.510868,120,95.471855
145.021784,120,95.507042
134.130744,120,95.540145
137.259911,120,95.572251
99.066641,120,95.605762
111.132126,120,95.641208
131.638145,120,95.674179
121.194033,120,95.717464
145.910674,120,95.750754
63.2659,120,95.78436
131.412546,120,95.817456
152.925206,120,95.849419
124.01565,120,95.881616
102.337041,120,95.922534
132.543881,120,95.955737
119.676908,120,95.988386
133.945802,120,96.021652
95.877585,120,96.088031
68.083626,120,96.124272
94.430424,120,96.157075
84.095946,120,96.189478
150.77809,120,96.223183
102.528881,120,96.25636
88.178983,120,96.304829
74.228293,120,96.359701
77.849837,120,96.394568
113.781634,120,96.428544
161.54997,120,96.461756
148.294343,120,96.494998
78.356993,120,96.530792
94.705092,120,96.563984
158.617356,120,96.598795
120.876888,120,96.632148
153.905874,120,96.670328
151.811646,120,96.709134
158.455472,120,96.743993
143.705392,120,96.776643
89.328961,120,96.812878
144.485425,120,96.846327
110.464478,120,96.880074
137.178428,120,96.918631
88.570022,120,96.98126
161.578727,120,97.022361
87.908772,120,97.056804
72.633902,120,97.090183
165.76767,120,97.12625
140.170892,120,97.159896
160.243566,120,97.194509
128.456313,120,97.227405
84.118763,120,97.262678
78.626985,120,97.296863
154.641612,120,97.331222
114.956325,120,97.363802
82.344832,120,97.397241
64.681106,120,97.43103
90.927687,120,97.465392
85.85689,120,97.498676
86.776112,120,97.533812
91.456534,120,97.568605
145.430406,120,97.602108
145.145963,120,97.635113
137.804926,120,97.670904
92.786063,120,97.70874
137.636522,120,97.742202
130.771111,120,97.775504
83.02608,120,97.810729
93.650079,120,97.844397
84.464581,120,97.877876
88.247921,120,97.9214
112.844487,120,97.990029
74.543127,120,98.025837
101.97237,120,98.059308
108.5855,120,98.093616
100.086465,120,98.129054
187.265068,120,98.162853
86.525154,120,98.195866
127.005513,120,98.230242
91.644876,120,98.265967
166.397347,120,98.304802
56.711176,120,98.340939
96.774284,120,98.377752
167.713539,120,98.41448
134.681355,120,98.448423
114.77438,120,98.48237
151.994879,120,98.515583
84.007037,120,98.550706
140.827778,120,98.584867
82.163718,120,98.620034
152.035253,120,98.653817
102.506537,120,98.689914
81.711541,120,98.724437
