#{"t_start": 1746155271.0353222, "env_id": "None"}
r,l,t
16.261596,120,13.246648
29.39251,120,13.262542
9.753678,120,13.278234
15.49845,120,13.293856
20.916834,120,13.309448
28.784433,120,13.325013
22.485264,120,13.340721
20.676399,120,13.356904
24.66605,120,13.373171
10.163807,120,13.389081
17.046586,120,13.404797
15.665543,120,13.420454
31.039976,120,13.435952
32.133525,120,13.451444
24.039256,120,13.466914
15.885436,120,13.48263
16.946531,120,13.498192
22.025493,120,13.536326
12.049574,120,13.552952
21.438039,120,13.569529
20.085855,120,13.586147
25.174451,120,13.602734
28.426637,120,13.619317
26.105947,120,13.636153
24.003175,120,13.653353
26.570941,120,13.671125
24.67533,120,13.688569
10.070056,120,13.705948
13.690578,120,13.723772
7.867223,120,13.740997
15.860078,120,13.757239
16.866376,120,13.773543
31.672084,120,13.789681
17.13219,120,13.805538
20.697331,120,13.821538
28.304854,120,13.837119
35.636962,120,13.852596
26.429527,120,13.868097
10.830168,120,13.88364
26.232724,120,13.899632
18.792914,120,13.91561
16.120959,120,13.931803
31.05133,120,13.94785
26.400624,120,13.963814
16.394018,120,13.979814
24.118199,120,13.995834
17.183939,120,14.011904
22.255473,120,14.028065
19.973067,120,14.04418
17.351047,120,14.060504
18.032693,120,14.076736
21.979745,120,14.092933
25.39156,120,14.108977
24.622318,120,14.125138
18.675406,120,14.140679
10.747895,120,14.156503
25.85196,120,14.172344
24.760357,120,14.187996
15.214497,120,14.203473
18.126292,120,14.241395
9.153736,120,14.257427
15.746975,120,14.273402
17.418274,120,14.289374
13.262908,120,14.305327
7.687231,120,14.321272
21.298047,120,14.337278
23.085765,120,14.353892
24.921264,120,14.371017
27.848448,120,14.388094
14.401983,120,14.405749
23.513997,120,14.423688
9.478888,120,14.440969
11.461865,120,14.457108
19.812555,120,14.472774
13.31614,120,14.488887
20.482579,120,14.504982
23.542793,120,14.520903
22.030573,120,14.536401
10.641929,120,14.552219
22.035413,120,14.567747
10.673157,120,14.583418
32.648391,120,14.598956
25.862947,120,14.614465
15.190703,120,14.62998
25.355435,120,14.64539
20.39328,120,14.661844
13.8984,120,14.677718
13.664143,120,14.693125
27.162627,120,14.708568
14.87708,120,14.723896
12.675216,120,14.739205
22.408731,120,14.754964
20.220168,120,14.771354
11.059961,120,14.787606
28.966894,120,14.803763
13.641564,120,14.819908
19.33805,120,14.835476
13.273346,120,14.850866
24.505008,120,14.86629
22.554444,120,14.881976
12.351374,120,14.89782
18.694072,120,14.936763
22.053782,120,14.952759
19.599079,120,14.969161
22.759333,120,14.985658
23.287226,120,15.002472
16.537619,120,15.01911
20.463634,120,15.036107
18.633779,120,15.053638
28.463462,120,15.071498
25.703687,120,15.088855
10.591115,120,15.106426
29.977638,120,15.123806
13.053126,120,15.140484
29.59844,120,15.156702
19.30566,120,15.172406
23.063933,120,15.187948
14.147353,120,15.203869
22.812161,120,15.219617
25.762127,120,15.235175
18.136516,120,15.250754
14.392844,120,15.266222
23.751486,120,15.281639
13.646539,120,15.29732
29.418603,120,15.314077
19.037967,120,15.330418
15.987869,120,15.346732
21.560908,120,15.363274
4.890722,120,15.379974
29.101364,120,15.396709
18.200806,120,15.413195
23.264362,120,15.429755
33.963389,120,15.446421
17.212133,120,15.463057
12.713792,120,15.479204
29.403284,120,15.494953
26.140007,120,15.510901
21.309448,120,15.526634
20.208731,120,15.542189
14.498668,120,15.558124
21.067376,120,15.57425
12.05356,120,15.591433
31.465825,120,15.633163
13.021286,120,15.65017
11.268904,120,15.667052
